Sr No.,Date of Encashment,Name of the Political Party,Account no. of Political Party,Prefix,Bond Number,Denominations,Pay Branch Code,Pay Teller
16692,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15869,"1,00,00,000",00691,8212066
16693,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15828,"1,00,00,000",00691,7516991
16694,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15903,"1,00,00,000",00691,7516991
16695,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15834,"1,00,00,000",00691,7516991
16696,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15832,"1,00,00,000",00691,7516991
16697,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15885,"1,00,00,000",00691,8212066
16698,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15889,"1,00,00,000",00691,8212066
16699,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15850,"1,00,00,000",00691,7516991
16700,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15895,"1,00,00,000",00691,8212066
16701,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15873,"1,00,00,000",00691,8212066
16702,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15848,"1,00,00,000",00691,7516991
16703,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15826,"1,00,00,000",00691,7516991
16704,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15893,"1,00,00,000",00691,8212066
16705,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15887,"1,00,00,000",00691,8212066
16706,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15853,"1,00,00,000",00691,8212066
16707,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15863,"1,00,00,000",00691,8212066
16708,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15846,"1,00,00,000",00691,7516991
16709,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15901,"1,00,00,000",00691,8212066
16710,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15857,"1,00,00,000",00691,8212066
16711,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15875,"1,00,00,000",00691,7516991
16712,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15891,"1,00,00,000",00691,8212066
16713,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15865,"1,00,00,000",00691,8212066
16714,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15844,"1,00,00,000",00691,7516991
16715,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15840,"1,00,00,000",00691,7516991
16716,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15859,"1,00,00,000",00691,8212066
16717,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15899,"1,00,00,000",00691,8212066
16718,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15871,"1,00,00,000",00691,8212066
16719,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15867,"1,00,00,000",00691,8212066
16720,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15897,"1,00,00,000",00691,8212066
16721,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15836,"1,00,00,000",00691,7516991
16722,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15830,"1,00,00,000",00691,7516991
16723,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15838,"1,00,00,000",00691,7516991
16724,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15879,"1,00,00,000",00691,7516991
16725,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15881,"1,00,00,000",00691,7516991
16726,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15842,"1,00,00,000",00691,7516991
16727,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15877,"1,00,00,000",00691,7516991
16728,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15855,"1,00,00,000",00691,8212066
16729,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15883,"1,00,00,000",00691,7516991
16730,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15908,"1,00,00,000",00691,7516991
16731,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15926,"1,00,00,000",00691,7516991
16732,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15912,"1,00,00,000",00691,7516991
16733,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15839,"1,00,00,000",00691,7516991
16734,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15837,"1,00,00,000",00691,7516991
16735,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15829,"1,00,00,000",00691,7516991
16736,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15910,"1,00,00,000",00691,7516991
16737,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15918,"1,00,00,000",00691,7516991
16738,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15898,"1,00,00,000",00691,7516991
16739,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15880,"1,00,00,000",00691,7516991
16740,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15833,"1,00,00,000",00691,7516991
16741,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15831,"1,00,00,000",00691,7516991
16742,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15841,"1,00,00,000",00691,7516991
16743,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15835,"1,00,00,000",00691,7516991
16744,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15916,"1,00,00,000",00691,7516991
16745,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15872,"1,00,00,000",00691,7516991
16746,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15892,"1,00,00,000",00691,7516991
16747,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15886,"1,00,00,000",00691,7516991
16748,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15894,"1,00,00,000",00691,7516991
16749,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15890,"1,00,00,000",00691,7516991
16750,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15904,"1,00,00,000",00691,7516991
16751,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15827,"1,00,00,000",00691,7516991
16752,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15896,"1,00,00,000",00691,7516991
16753,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15920,"1,00,00,000",00691,7516991
16754,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15874,"1,00,00,000",00691,7516991
16755,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15924,"1,00,00,000",00691,7516991
16756,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15914,"1,00,00,000",00691,7516991
16757,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15878,"1,00,00,000",00691,7516991
16758,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15845,"1,00,00,000",00691,7516991
16759,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15902,"1,00,00,000",00691,7516991
16760,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15876,"1,00,00,000",00691,7516991
16761,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15900,"1,00,00,000",00691,7516991
16762,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15849,"1,00,00,000",00691,7516991
16763,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15922,"1,00,00,000",00691,7516991
16764,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15884,"1,00,00,000",00691,7516991
16765,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15843,"1,00,00,000",00691,7516991
16766,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15888,"1,00,00,000",00691,7516991
16767,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15906,"1,00,00,000",00691,7516991
16768,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15847,"1,00,00,000",00691,7516991
16769,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15882,"1,00,00,000",00691,7516991
16770,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15929,"1,00,00,000",00691,8212066
16771,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15941,"1,00,00,000",00691,8212066
16772,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15927,"1,00,00,000",00691,8212066
16773,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15943,"1,00,00,000",00691,8212066
16774,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15931,"1,00,00,000",00691,8212066
16775,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15935,"1,00,00,000",00691,8212066
16776,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15939,"1,00,00,000",00691,8212066
16777,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15945,"1,00,00,000",00691,8212066
16778,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15937,"1,00,00,000",00691,8212066
16779,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15933,"1,00,00,000",00691,8212066
16780,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15578,"1,00,00,000",00691,8212066
16781,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15574,"1,00,00,000",00691,8212066
16782,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15582,"1,00,00,000",00691,8212066
16783,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15576,"1,00,00,000",00691,8212066
16784,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15580,"1,00,00,000",00691,8212066
16785,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,15584,"1,00,00,000",00691,8212066
16786,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5940,"1,00,00,000",00691,7516991
16787,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6062,"1,00,00,000",00691,7516991
16788,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5942,"1,00,00,000",00691,7516991
16789,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5944,"1,00,00,000",00691,7516991
16790,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5946,"1,00,00,000",00691,7516991
16791,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5948,"1,00,00,000",00691,7516991
16792,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5950,"1,00,00,000",00691,7516991
16793,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5938,"1,00,00,000",00691,7516991
16794,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6064,"1,00,00,000",00691,7516991
16795,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6068,"1,00,00,000",00691,7516991
16796,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5947,"1,00,00,000",00691,7516991
16797,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5949,"1,00,00,000",00691,7516991
16798,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6066,"1,00,00,000",00691,7516991
16799,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6072,"1,00,00,000",00691,7516991
16800,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5902,"1,00,00,000",00691,7516991
16801,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,3700,"1,00,00,000",00691,7516991
16802,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6074,"1,00,00,000",00691,7516991
16803,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6070,"1,00,00,000",00691,7516991
16804,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13385,"1,00,00,000",00691,8212066
16805,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13395,"1,00,00,000",00691,8212066
16806,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13389,"1,00,00,000",00691,8212066
16807,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13393,"1,00,00,000",00691,8212066
16808,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13381,"1,00,00,000",00691,8212066
16809,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13379,"1,00,00,000",00691,8212066
16810,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13397,"1,00,00,000",00691,8212066
16811,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13383,"1,00,00,000",00691,8212066
16812,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13377,"1,00,00,000",00691,8212066
16813,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13391,"1,00,00,000",00691,8212066
16814,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13399,"1,00,00,000",00691,8212066
16815,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13387,"1,00,00,000",00691,8212066
16816,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9466,"10,00,000",00691,7516991
16817,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9470,"10,00,000",00691,7516991
16818,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9468,"10,00,000",00691,7516991
16819,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9462,"10,00,000",00691,7516991
16820,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9460,"10,00,000",00691,7516991
16821,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9472,"10,00,000",00691,7516991
16822,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9474,"10,00,000",00691,7516991
16823,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9464,"10,00,000",00691,7516991
16824,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9480,"10,00,000",00691,7516991
16825,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9476,"10,00,000",00691,7516991
16826,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9478,"10,00,000",00691,7516991
16827,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9484,"10,00,000",00691,7516991
16828,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9482,"10,00,000",00691,7516991
16829,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9486,"10,00,000",00691,7516991
16830,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9490,"10,00,000",00691,7516991
16831,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9496,"10,00,000",00691,7516991
16832,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9494,"10,00,000",00691,7516991
16833,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9488,"10,00,000",00691,7516991
16834,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9492,"10,00,000",00691,7516991
16835,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,6046,"1,00,000",00691,7516991
16836,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,6048,"1,00,000",00691,7516991
16837,10/Oct/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,6050,"1,00,000",00691,7516991
16838,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OC,13962,"1,00,00,000",00847,7620160
16839,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OC,13964,"1,00,00,000",00847,7620160
16840,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OC,13966,"1,00,00,000",00847,7620160
16841,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OC,13960,"1,00,00,000",00847,7620160
16842,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OC,13968,"1,00,00,000",00847,7620160
16843,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OC,14008,"1,00,00,000",00847,7620160
16844,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OC,15964,"1,00,00,000",00847,7620160
16845,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OC,15966,"1,00,00,000",00847,7620160
16846,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OC,15962,"1,00,00,000",00847,7620160
16847,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OC,15960,"1,00,00,000",00847,7620160
16848,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OC,15958,"1,00,00,000",00847,7620160
16849,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,TL,14092,"10,00,000",00847,7620160
16850,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,TL,14901,"10,00,000",00847,7620160
16851,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,TL,14905,"10,00,000",00847,7620160
16852,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,TL,14098,"10,00,000",00847,7620160
16853,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,TL,14096,"10,00,000",00847,7620160
16854,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,TL,14090,"10,00,000",00847,7620160
16855,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,TL,14094,"10,00,000",00847,7620160
16856,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,TL,14100,"10,00,000",00847,7620160
16857,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,TL,14907,"10,00,000",00847,7620160
16858,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,TL,14903,"10,00,000",00847,7620160
16859,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,TL,9458,"10,00,000",00847,7620160
16860,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,28824,"1,00,000",00847,7620160
16861,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,28822,"1,00,000",00847,7620160
16862,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,28830,"1,00,000",00847,7620160
16863,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,28828,"1,00,000",00847,7620160
16864,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,28826,"1,00,000",00847,7620160
16865,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,28831,"1,00,000",00847,7620160
16866,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,28835,"1,00,000",00847,7620160
16867,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,28837,"1,00,000",00847,7620160
16868,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,28829,"1,00,000",00847,7620160
16869,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,28839,"1,00,000",00847,7620160
16870,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,28833,"1,00,000",00847,7620160
16871,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,28827,"1,00,000",00847,7620160
16872,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,28840,"1,00,000",00847,7620160
16873,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,28836,"1,00,000",00847,7620160
16874,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,28832,"1,00,000",00847,7620160
16875,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,28842,"1,00,000",00847,7620160
16876,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,28838,"1,00,000",00847,7620160
16877,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,28834,"1,00,000",00847,7620160
16878,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,2291,"1,00,000",00847,7620160
16879,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,2285,"1,00,000",00847,7620160
16880,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,2293,"1,00,000",00847,7620160
16881,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,2287,"1,00,000",00847,7620160
16882,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,2289,"1,00,000",00847,7620160
16883,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,6053,"1,00,000",00847,7620160
16884,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,6084,"1,00,000",00847,7620160
16885,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,6051,"1,00,000",00847,7620160
16886,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,6037,"1,00,000",00847,7620160
16887,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,6039,"1,00,000",00847,7620160
16888,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,6045,"1,00,000",00847,7620160
16889,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,6044,"1,00,000",00847,7620160
16890,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,6049,"1,00,000",00847,7620160
16891,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,6043,"1,00,000",00847,7620160
16892,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,6042,"1,00,000",00847,7620160
16893,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,6041,"1,00,000",00847,7620160
16894,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,6047,"1,00,000",00847,7620160
16895,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,6040,"1,00,000",00847,7620160
16896,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,6036,"1,00,000",00847,7620160
16897,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,6038,"1,00,000",00847,7620160
16898,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,6052,"1,00,000",00847,7620160
16899,12/Oct/2023,BHARAT RASHTRA SAMITHI,*******7477,OL,6085,"1,00,000",00847,7620160
16900,12/Oct/2023,BHARATIYA JANATA PARTY,*******8244,OC,5671,"1,00,00,000",00691,7516991
16901,12/Oct/2023,BHARATIYA JANATA PARTY,*******8244,OC,5673,"1,00,00,000",00691,7516991
16902,12/Oct/2023,BHARATIYA JANATA PARTY,*******8244,OC,5677,"1,00,00,000",00691,7516991
16903,12/Oct/2023,BHARATIYA JANATA PARTY,*******8244,OC,5667,"1,00,00,000",00691,7516991
16904,12/Oct/2023,BHARATIYA JANATA PARTY,*******8244,OC,5659,"1,00,00,000",00691,7516991
16905,12/Oct/2023,BHARATIYA JANATA PARTY,*******8244,OC,5663,"1,00,00,000",00691,7516991
16906,12/Oct/2023,BHARATIYA JANATA PARTY,*******8244,OC,5665,"1,00,00,000",00691,7516991
16907,12/Oct/2023,BHARATIYA JANATA PARTY,*******8244,OC,5661,"1,00,00,000",00691,7516991
